"","X","Data.Precipitation","Date.Full","Data.Temperature.Avg.Temp","Data.Temperature.Max.Temp","Data.Temperature.Min.Temp","Data.Wind.Direction","Data.Wind.Speed","city"
"1232",1232,1,"2016-01-24",35,40,29,23,3.22,"Eldoret"
"1233",1233,1.59,"2016-01-24",24,31,17,28,8.92,"Kisumu"
"1234",1234,0.34,"2016-01-24",15,23,7,24,7.5,"Nairobi"
"1235",1235,1.3,"2016-01-24",24,32,15,25,5.58,"Mombasa"
"1236",1236,2.89,"2016-01-24",32,38,25,28,9.45,"Malindi"
"1237",1237,1.76,"2016-01-24",25,32,18,26,10.44,"Eldoret"
"1238",1238,1.59,"2016-01-24",24,31,17,28,8.92,"Kisumu"
"1239",1239,1.16,"2016-01-24",28,34,21,22,13.32,"Eldoret"
"1240",1240,1.51,"2016-01-24",25,31,19,27,12.5,"Nairobi"
"1241",1241,1.06,"2016-01-24",34,37,30,8,3.41,"Nakuru"
"1242",1242,0.71,"2016-01-24",35,40,29,34,5.3,"Nairobi"
"1243",1243,3.7,"2016-01-24",44,50,38,16,2.74,"Nairobi"
"1244",1244,4.79,"2016-01-24",46,51,41,16,5.15,"Mombasa"
"1245",1245,3,"2016-01-24",46,50,42,12,4.1,"Nairobi"
"1246",1246,0.99,"2016-01-24",35,40,31,16,4.48,"Mombasa"
"1247",1247,0.91,"2016-01-24",37,41,32,28,4.15,"Eldoret"
"1248",1248,1.25,"2016-01-24",17,24,10,26,6.64,"Nakuru"
"1249",1249,1.93,"2016-01-24",19,24,13,22,3.87,"Mombasa"
"1250",1250,1.42,"2016-01-24",12,21,2,26,2.94,"Mombasa"
"1251",1251,1.23,"2016-01-24",18,24,12,17,4.54,"Nairobi"
"1252",1252,0,"2016-01-24",14,20,8,26,6.44,"Nairobi"
"1253",1253,0,"2016-01-24",15,20,8,24,4.35,"Nairobi"
"1254",1254,0,"2016-01-24",15,20,10,25,3.91,"Eldoret"
"1255",1255,0.01,"2016-01-24",18,22,13,27,6.5,"Nairobi"
"1256",1256,0.17,"2016-01-24",31,37,25,22,13.82,"Eldoret"
"1257",1257,0.05,"2016-01-24",34,43,24,28,11.81,"Mombasa"
"1258",1258,0,"2016-01-24",26,36,16,26,0.91,"Mombasa"
"1259",1259,0.18,"2016-01-24",26,32,19,24,12.92,"Nakuru"
"1260",1260,0.06,"2016-01-24",29,41,16,27,3.22,"Kisumu"
"1261",1261,0.87,"2016-01-31",49,60,37,26,5.6,"Malindi"
"1262",1262,0.6,"2016-01-31",46,58,34,20,6.4,"Kisumu"
"1263",1263,1.23,"2016-01-31",54,64,42,21,7.34,"Nakuru"
"1264",1264,0.89,"2016-01-31",52,64,38,21,4.9,"Kisumu"
"1265",1265,0.12,"2016-01-31",30,35,25,20,2.7,"Nakuru"
"1266",1266,4.39,"2016-01-31",43,46,39,19,10.77,"Nakuru"
"1267",1267,0.05,"2016-01-31",29,34,24,8,18.5,"Mombasa"
"1268",1268,0.01,"2016-01-31",13,24,3,26,3.67,"Nairobi"
"1269",1269,1.2,"2016-01-31",35,39,30,22,13.44,"Eldoret"
"1270",1270,2.93,"2016-01-31",36,41,31,11,5.86,"Eldoret"
"1271",1271,0.01,"2016-01-31",24,27,18,12,14.38,"Malindi"
"1272",1272,0.01,"2016-01-31",10,20,0,2,1.57,"Nairobi"
"1273",1273,0.02,"2016-01-31",12,20,3,26,1.44,"Mombasa"
"1274",1274,0.85,"2016-01-31",35,39,30,8,6.97,"Mombasa"
"1275",1275,0,"2016-01-31",34,38,30,8,11.12,"Kisumu"
"1276",1276,2.71,"2016-01-31",38,42,34,13,9.57,"Mombasa"
"1277",1277,0.12,"2016-01-31",30,34,25,5,9.02,"Nakuru"
"1278",1278,7.3,"2016-01-31",43,47,39,19,10.46,"Malindi"
"1279",1279,0.28,"2016-01-31",36,40,32,11,12.22,"Malindi"
"1280",1280,1.88,"2016-01-31",36,41,32,14,11.98,"Eldoret"
"1281",1281,0.19,"2016-01-31",15,23,6,7,8.97,"Malindi"
"1282",1282,0.04,"2016-01-31",13,24,3,21,1.5,"Malindi"
"1283",1283,0.29,"2016-01-31",24,29,20,14,14.68,"Eldoret"
"1284",1284,0,"2016-01-31",3,10,-3,14,0.55,"Nairobi"
"1285",1285,0.3,"2016-01-31",32,37,27,30,7.18,"Mombasa"
"1286",1286,0,"2016-01-31",60,60,60,14,4.25,"Nairobi"
"1287",1287,0,"2016-01-31",60,60,60,0,0,"Malindi"
"1288",1288,0,"2016-01-31",60,60,60,23,12.36,"Nakuru"
"1289",1289,3.14,"2016-01-31",43,46,40,11,9.91,"Nairobi"
"1290",1290,1.56,"2016-01-31",38,41,34,10,5.87,"Malindi"
"1291",1291,0.32,"2016-01-31",31,35,26,21,11.78,"Nairobi"
"1292",1292,0.17,"2016-01-31",31,36,25,5,3.47,"Kisumu"
"1293",1293,0,"2016-01-31",12,20,3,7,3.94,"Nairobi"
"1294",1294,0.07,"2016-01-31",2,6,-2,9,14.47,"Mombasa"
"1295",1295,4.87,"2016-01-31",38,42,35,9,5.84,"Malindi"
"1296",1296,0,"2016-01-31",45,66,23,18,4.98,"Nairobi"
"1297",1297,0.51,"2016-01-31",46,61,30,11,8.55,"Eldoret"
"1298",1298,0.18,"2016-01-31",59,71,45,10,2.84,"Eldoret"
"1299",1299,0,"2016-01-31",55,71,38,14,3.85,"Nairobi"
"1300",1300,0.16,"2016-01-31",39,56,21,21,5.81,"Malindi"
"1301",1301,0,"2016-01-31",49,65,33,23,4.62,"Eldoret"
"1302",1302,0,"2016-01-31",48,62,35,23,6.9,"Nairobi"
"1303",1303,0,"2016-01-31",52,62,41,0,0,"Nakuru"
"1304",1304,0.93,"2016-01-31",52,61,42,13,2.28,"Nakuru"
"1305",1305,0.71,"2016-01-31",45,59,30,28,4.42,"Nairobi"
"1306",1306,0,"2016-01-31",48,62,34,20,6.02,"Malindi"
"1307",1307,0.18,"2016-01-31",54,61,47,15,5.14,"Malindi"
"1308",1308,2.05,"2016-01-31",51,57,44,0,0,"Nairobi"
"1309",1309,1.05,"2016-01-31",50,58,43,16,2.4,"Eldoret"
"1310",1310,0.11,"2016-01-31",54,60,47,17,4.25,"Malindi"
"1311",1311,0.27,"2016-01-31",59,68,48,25,3.48,"Nakuru"
"1312",1312,0.14,"2016-01-31",59,67,50,26,3.75,"Mombasa"
"1313",1313,0.57,"2016-01-31",50,58,43,31,4.44,"Nairobi"
"1314",1314,1.86,"2016-01-31",50,58,41,20,3.14,"Mombasa"
"1315",1315,0.24,"2016-01-31",52,59,44,22,5.15,"Nairobi"
"1316",1316,0.45,"2016-01-31",54,62,45,20,3.71,"Eldoret"
"1317",1317,0.18,"2016-01-31",60,68,51,29,4.01,"Mombasa"
"1318",1318,0.07,"2016-01-31",53,58,49,18,5.97,"Nairobi"
"1319",1319,0.88,"2016-01-31",49,55,40,15,12.55,"Eldoret"
"1320",1320,1.03,"2016-01-31",57,69,44,25,2.92,"Nakuru"
"1321",1321,0.85,"2016-01-31",56,67,45,26,5.75,"Nairobi"
"1322",1322,0.41,"2016-01-31",51,59,43,22,5.31,"Nairobi"
"1323",1323,0,"2016-01-31",19,38,0,25,3.11,"Malindi"
"1324",1324,0.34,"2016-01-31",36,49,23,16,5.12,"Nakuru"
"1325",1325,0.4,"2016-01-31",13,26,1,19,2.67,"Eldoret"
"1326",1326,0.1,"2016-01-31",37,49,24,15,6.87,"Nairobi"
"1327",1327,0.41,"2016-01-31",28,38,18,11,3.18,"Malindi"
"1328",1328,0.12,"2016-01-31",40,56,23,21,4.38,"Kisumu"
"1329",1329,0,"2016-01-31",35,43,27,24,5.38,"Nairobi"
"1330",1330,0,"2016-01-31",35,45,24,22,6.85,"Nairobi"
"1331",1331,0,"2016-01-31",32,44,20,23,5.51,"Malindi"
"1332",1332,0,"2016-01-31",32,44,20,23,5.51,"Malindi"
"1333",1333,2.93,"2016-01-31",58,66,49,16,3.14,"Kisumu"
"1334",1334,2.41,"2016-01-31",67,74,59,15,6.38,"Mombasa"
"1335",1335,0.23,"2016-01-31",55,67,43,18,2.72,"Eldoret"
"1336",1336,0.42,"2016-01-31",54,66,42,17,3.12,"Mombasa"
"1337",1337,0.35,"2016-01-31",69,74,64,14,9.11,"Nairobi"
"1338",1338,2.64,"2016-01-31",67,75,59,15,5.71,"Malindi"
"1339",1339,2.67,"2016-01-31",60,70,51,16,3.82,"Kisumu"
"1340",1340,0.58,"2016-01-31",55,64,45,21,7.17,"Malindi"
"1341",1341,0.08,"2016-01-31",54,68,39,22,3.44,"Kisumu"
"1342",1342,2.55,"2016-01-31",60,69,51,19,2.64,"Malindi"
"1343",1343,4,"2016-01-31",62,71,52,24,4.12,"Mombasa"
"1344",1344,5.53,"2016-01-31",66,73,57,19,5.95,"Eldoret"
"1345",1345,0.2,"2016-01-31",52,65,38,24,3.07,"Nairobi"
"1346",1346,0.13,"2016-01-31",47,59,35,18,2.75,"Nairobi"
"1347",1347,0.22,"2016-01-31",49,59,38,23,5.5,"Malindi"
"1348",1348,0.28,"2016-01-31",48,62,33,21,3.12,"Nairobi"
"1349",1349,0.25,"2016-01-31",48,60,36,23,3.65,"Malindi"
"1350",1350,0.11,"2016-01-31",53,67,40,19,4.34,"Eldoret"
"1351",1351,0.2,"2016-01-31",75,86,64,16,3.18,"Kisumu"
"1352",1352,0.03,"2016-01-31",76,82,69,18,3.14,"Nakuru"
"1353",1353,0,"2016-01-31",73,84,61,5,3.75,"Mombasa"
"1354",1354,0.14,"2016-01-31",72,82,63,15,4.21,"Nairobi"
"1355",1355,0.23,"2016-01-31",74,82,66,21,5.17,"Eldoret"
"1356",1356,0.34,"2016-01-31",35,43,28,17,2.84,"Mombasa"
"1357",1357,0.15,"2016-01-31",41,48,34,16,5.51,"Malindi"
"1358",1358,0.59,"2016-01-31",24,32,17,12,6.55,"Malindi"
"1359",1359,0.17,"2016-01-31",33,39,26,23,9.5,"Kisumu"
"1360",1360,0.15,"2016-01-31",32,40,24,23,7.32,"Malindi"
"1361",1361,0.04,"2016-01-31",36,43,28,22,7.65,"Nakuru"
"1362",1362,0,"2016-01-31",37,45,30,22,7.95,"Nairobi"
"1363",1363,0.15,"2016-01-31",32,37,26,23,7.4,"Kisumu"
"1364",1364,0,"2016-01-31",39,46,31,22,9.95,"Nairobi"
"1365",1365,0.03,"2016-01-31",44,55,33,24,6.21,"Nakuru"
"1366",1366,0.05,"2016-01-31",35,43,27,23,11.51,"Nakuru"
"1367",1367,0.06,"2016-01-31",39,48,29,23,10.51,"Mombasa"
"1368",1368,0.17,"2016-01-31",34,40,28,23,9.84,"Mombasa"
"1369",1369,0.2,"2016-01-31",30,36,23,21,8.78,"Kisumu"
"1370",1370,0.1,"2016-01-31",34,41,26,27,8.44,"Mombasa"
"1371",1371,0.16,"2016-01-31",30,36,23,22,9.55,"Mombasa"
"1372",1372,0.05,"2016-01-31",31,39,23,26,7.14,"Eldoret"
"1373",1373,0.22,"2016-01-31",28,35,21,25,8.47,"Mombasa"
"1374",1374,0,"2016-01-31",37,47,28,26,7.22,"Nakuru"
"1375",1375,0,"2016-01-31",41,56,25,28,8.62,"Eldoret"
"1376",1376,0.01,"2016-01-31",39,53,23,29,9.07,"Eldoret"
"1377",1377,0,"2016-01-31",42,58,25,27,5.7,"Malindi"
"1378",1378,0,"2016-01-31",40,53,27,24,5.2,"Kisumu"
"1379",1379,0,"2016-01-31",42,56,26,26,7.17,"Eldoret"
"1380",1380,0.03,"2016-01-31",39,49,28,23,9.42,"Mombasa"
"1381",1381,0.02,"2016-01-31",40,50,30,23,3.18,"Nairobi"
"1382",1382,0.05,"2016-01-31",40,50,29,23,9.65,"Kisumu"
"1383",1383,0.04,"2016-01-31",44,54,33,23,8.28,"Kisumu"
"1384",1384,0.07,"2016-01-31",44,54,34,19,6.61,"Nakuru"
"1385",1385,1.37,"2016-01-31",56,68,43,19,6.68,"Nairobi"
"1386",1386,1.46,"2016-01-31",55,66,44,15,7.61,"Malindi"
"1387",1387,1.34,"2016-01-31",58,68,47,21,8.45,"Malindi"
"1388",1388,0,"2016-01-31",56,69,43,20,8.72,"Mombasa"
"1389",1389,1.67,"2016-01-31",54,66,42,21,5.44,"Malindi"
"1390",1390,0.03,"2016-01-31",28,38,18,22,4.75,"Eldoret"
"1391",1391,0.13,"2016-01-31",24,34,14,19,4.95,"Eldoret"
"1392",1392,0.01,"2016-01-31",33,41,24,23,4.51,"Mombasa"
"1393",1393,0.01,"2016-01-31",32,45,19,20,4.32,"Nakuru"
"1394",1394,0.03,"2016-01-31",40,51,28,23,6.17,"Eldoret"
"1395",1395,0,"2016-01-31",37,44,30,24,9.01,"Eldoret"
"1396",1396,0,"2016-01-31",60,60,60,23,11.1,"Kisumu"
"1397",1397,0,"2016-01-31",33,40,24,24,11.1,"Eldoret"
"1398",1398,0.55,"2016-01-31",28,35,21,24,6.42,"Mombasa"
"1399",1399,0.16,"2016-01-31",36,43,28,21,11.1,"Mombasa"
"1400",1400,0.25,"2016-01-31",35,41,29,23,9.31,"Nakuru"
"1401",1401,0.62,"2016-01-31",32,38,27,23,9.11,"Mombasa"
"1402",1402,0.56,"2016-01-31",28,33,22,24,6.42,"Nairobi"
"1403",1403,0.29,"2016-01-31",33,38,27,23,10.45,"Nakuru"
"1404",1404,0.74,"2016-01-31",23,30,16,0,0,"Nairobi"
"1405",1405,0.31,"2016-01-31",33,38,28,23,8.31,"Eldoret"
"1406",1406,0.36,"2016-01-31",24,32,17,20,4.72,"Malindi"
"1407",1407,0.55,"2016-01-31",23,33,13,28,10.05,"Malindi"
"1408",1408,0.34,"2016-01-31",21,30,13,28,6.72,"Eldoret"
"1409",1409,0.08,"2016-01-31",29,36,22,26,7.48,"Eldoret"
"1410",1410,0.22,"2016-01-31",26,33,18,22,11.77,"Nakuru"
"1411",1411,0.1,"2016-01-31",25,35,16,27,8.11,"Nairobi"
"1412",1412,0.63,"2016-01-31",50,63,38,19,11.14,"Kisumu"
"1413",1413,1.16,"2016-01-31",50,63,36,24,8.32,"Nakuru"
"1414",1414,1.23,"2016-01-31",54,64,44,21,7.3,"Nairobi"
"1415",1415,2.05,"2016-01-31",53,67,39,22,5.4,"Malindi"
"1416",1416,1.22,"2016-01-31",52,65,38,24,8.08,"Mombasa"
"1417",1417,1.53,"2016-01-31",50,65,36,20,6.77,"Mombasa"
"1418",1418,0.87,"2016-01-31",48,60,35,13,7.87,"Mombasa"
"1419",1419,0.03,"2016-01-31",41,52,30,22,6.9,"Malindi"
"1420",1420,0,"2016-01-31",38,51,29,23,7.92,"Kisumu"
"1421",1421,0,"2016-01-31",39,51,27,25,6.55,"Malindi"
"1422",1422,0,"2016-01-31",42,53,29,22,9.07,"Nakuru"
"1423",1423,0,"2016-01-31",44,59,29,23,8.3,"Nairobi"
"1424",1424,0,"2016-01-31",36,49,23,25,6.05,"Eldoret"
"1425",1425,0,"2016-01-31",44,53,34,23,7.61,"Malindi"
"1426",1426,0.07,"2016-01-31",39,47,29,26,14.54,"Nairobi"
"1427",1427,0.08,"2016-01-31",21,34,8,18,1.54,"Kisumu"
"1428",1428,0,"2016-01-31",35,43,27,26,19.35,"Nairobi"
"1429",1429,0,"2016-01-31",24,32,16,21,12.08,"Nairobi"
"1430",1430,0,"2016-01-31",29,39,19,24,6.02,"Mombasa"
"1431",1431,0,"2016-01-31",38,46,29,22,16.92,"Kisumu"
"1432",1432,0.02,"2016-01-31",36,43,30,24,11.68,"Nairobi"
"1433",1433,0,"2016-01-31",32,40,24,25,4.38,"Mombasa"
"1434",1434,0.36,"2016-01-31",31,37,25,20,2.38,"Eldoret"
"1435",1435,0.02,"2016-01-31",36,45,26,26,9.24,"Nairobi"
"1436",1436,0.22,"2016-01-31",31,36,25,12,1.07,"Eldoret"
"1437",1437,0.01,"2016-01-31",37,47,26,28,7.9,"Malindi"
"1438",1438,0.2,"2016-01-31",34,44,23,26,6.51,"Eldoret"
"1439",1439,0.07,"2016-01-31",32,41,24,27,7.84,"Mombasa"
"1440",1440,0.24,"2016-01-31",33,48,18,31,7.38,"Mombasa"
"1441",1441,0.02,"2016-01-31",33,42,23,25,8.08,"Kisumu"
"1442",1442,0.01,"2016-01-31",35,47,24,30,9.77,"Kisumu"
"1443",1443,0.05,"2016-01-31",35,45,24,30,11.6,"Nakuru"
"1444",1444,0.3,"2016-01-31",30,40,19,27,8.55,"Malindi"
"1445",1445,0.56,"2016-01-31",18,34,1,15,8.91,"Kisumu"
"1446",1446,0.74,"2016-01-31",22,37,5,23,3.72,"Kisumu"
"1447",1447,0.15,"2016-01-31",52,62,41,15,3.05,"Malindi"
"1448",1448,0.32,"2016-01-31",46,59,33,12,4.37,"Kisumu"
"1449",1449,0.99,"2016-01-31",40,50,31,21,2.78,"Nairobi"
"1450",1450,0.63,"2016-01-31",35,43,26,10,6.88,"Nakuru"
"1451",1451,0,"2016-01-31",33,42,24,23,4.35,"Kisumu"
"1452",1452,0,"2016-01-31",60,60,60,25,38.34,"Eldoret"
"1453",1453,0.03,"2016-01-31",38,48,27,24,6.77,"Mombasa"
"1454",1454,0.01,"2016-01-31",35,43,26,23,5.55,"Eldoret"
"1455",1455,0,"2016-01-31",42,55,28,22,4.92,"Mombasa"
"1456",1456,0,"2016-01-31",42,57,27,25,9.2,"Nakuru"
"1457",1457,0.03,"2016-01-31",47,66,28,21,4.62,"Nairobi"
"1458",1458,0,"2016-01-31",33,42,24,21,8.14,"Malindi"
"1459",1459,0,"2016-01-31",31,39,23,22,7.71,"Nakuru"
"1460",1460,0.23,"2016-01-31",35,43,27,22,12.91,"Kisumu"
"1461",1461,0.02,"2016-01-31",25,37,13,21,3.62,"Malindi"
"1462",1462,0.01,"2016-01-31",34,43,25,24,6.55,"Nairobi"
"1463",1463,0.01,"2016-01-31",39,45,32,24,6.87,"Eldoret"
"1464",1464,0.15,"2016-01-31",36,44,27,23,10.45,"Nakuru"
"1465",1465,0.08,"2016-01-31",33,41,24,20,8.48,"Mombasa"
"1466",1466,0.04,"2016-01-31",38,51,25,24,5.45,"Nairobi"
"1467",1467,0.35,"2016-01-31",48,56,40,19,4.82,"Eldoret"
"1468",1468,0.05,"2016-01-31",44,56,31,16,4.11,"Malindi"
"1469",1469,0.03,"2016-01-31",42,52,31,20,5.94,"Nakuru"
"1470",1470,0.04,"2016-01-31",41,53,28,20,3.18,"Nairobi"
"1471",1471,0,"2016-01-31",44,55,32,18,4.41,"Nairobi"
"1472",1472,0.21,"2016-01-31",48,61,36,19,4.8,"Mombasa"
"1473",1473,0,"2016-01-31",31,41,21,27,7.34,"Mombasa"
"1474",1474,0.05,"2016-01-31",29,38,20,27,12.3,"Nairobi"
"1475",1475,0.07,"2016-01-31",27,34,19,27,8.97,"Nairobi"
"1476",1476,0.04,"2016-01-31",26,34,19,29,8.95,"Nairobi"
"1477",1477,0,"2016-01-31",30,38,21,26,8.27,"Kisumu"
"1478",1478,0.06,"2016-01-31",35,45,25,22,12.02,"Eldoret"
"1479",1479,0.11,"2016-01-31",36,45,26,22,12.1,"Eldoret"
"1480",1480,0.05,"2016-01-31",37,46,27,22,9.22,"Nairobi"
"1481",1481,0.02,"2016-01-31",38,46,29,23,11.71,"Nakuru"
"1482",1482,0.08,"2016-01-31",35,43,26,21,12.95,"Nakuru"
"1483",1483,0.06,"2016-01-31",33,43,27,23,10.71,"Malindi"
"1484",1484,0.14,"2016-01-31",35,44,25,21,9.91,"Eldoret"
"1485",1485,0,"2016-01-31",44,64,24,27,7.5,"Malindi"
"1486",1486,0,"2016-01-31",48,63,32,27,8.25,"Kisumu"
"1487",1487,0,"2016-01-31",49,58,29,26,4.4,"Nairobi"
"1488",1488,0,"2016-01-31",48,62,32,24,6.27,"Nairobi"
"1489",1489,3.14,"2016-01-31",48,53,43,16,4.15,"Nairobi"
"1490",1490,0.33,"2016-01-31",24,36,13,23,2.21,"Nakuru"
"1491",1491,1.48,"2016-01-31",48,55,40,19,6.92,"Malindi"
"1492",1492,0.77,"2016-01-31",45,53,37,26,1.14,"Nakuru"
"1493",1493,0.38,"2016-01-31",39,47,30,23,5.2,"Nakuru"
"1494",1494,1.23,"2016-01-31",47,51,42,14,7.25,"Mombasa"
"1495",1495,0.21,"2016-01-31",38,48,27,20,3.98,"Nakuru"
"1496",1496,1.66,"2016-01-31",48,55,41,18,5.74,"Kisumu"
"1497",1497,0,"2016-01-31",28,41,15,28,3.14,"Eldoret"
"1498",1498,0.13,"2016-01-31",36,43,28,21,13.37,"Eldoret"
"1499",1499,0.02,"2016-01-31",27,40,13,17,4.45,"Kisumu"
"1500",1500,0,"2016-01-31",35,45,25,24,5.72,"Malindi"
"1501",1501,0.01,"2016-01-31",35,46,24,22,8.81,"Nairobi"
"1502",1502,0.01,"2016-01-31",33,42,23,23,4.15,"Kisumu"
"1503",1503,0,"2016-01-31",35,41,25,16,4.58,"Malindi"
"1504",1504,0.87,"2016-01-31",78,84,72,9,6.64,"Mombasa"
"1505",1505,0,"2016-01-31",37,46,27,24,6.42,"Nairobi"
"1506",1506,0.09,"2016-01-31",46,58,33,21,3.22,"Eldoret"
"1507",1507,0.14,"2016-01-31",51,64,38,20,4.65,"Nakuru"
"1508",1508,0.15,"2016-01-31",48,62,34,21,3.25,"Malindi"
"1509",1509,0.04,"2016-01-31",45,57,33,17,4.18,"Nakuru"
"1510",1510,0.02,"2016-01-31",31,40,22,27,7.5,"Eldoret"
"1511",1511,0.07,"2016-01-31",29,36,22,28,8.35,"Malindi"
"1512",1512,0,"2016-01-31",30,38,22,28,8.85,"Nakuru"
"1513",1513,0.02,"2016-01-31",34,46,23,29,9.28,"Malindi"
"1514",1514,0.05,"2016-01-31",29,36,21,27,7.85,"Eldoret"
"1515",1515,0.46,"2016-01-31",35,48,22,23,1.87,"Mombasa"
"1516",1516,0.83,"2016-01-31",44,56,31,16,4.11,"Nairobi"
"1517",1517,0.12,"2016-01-31",43,56,31,21,7.7,"Malindi"
"1518",1518,0.67,"2016-01-31",42,51,32,19,5.71,"Nairobi"
"1519",1519,0.71,"2016-01-31",42,53,31,22,4.77,"Eldoret"
"1520",1520,0.04,"2016-01-31",49,60,38,19,9.24,"Nairobi"
"1521",1521,0.08,"2016-01-31",45,57,32,20,7.55,"Eldoret"
"1522",1522,0.92,"2016-01-31",42,54,30,20,2.1,"Eldoret"
"1523",1523,0,"2016-01-31",52,65,37,21,6.42,"Nairobi"
"1524",1524,0,"2016-01-31",45,62,27,24,7.55,"Nairobi"
"1525",1525,0.16,"2016-01-31",54,70,38,19,7.74,"Eldoret"
"1526",1526,0,"2016-01-31",58,71,44,21,3.22,"Kisumu"
"1527",1527,0.97,"2016-01-31",58,70,46,20,8.2,"Nakuru"
"1528",1528,0.07,"2016-01-31",61,72,50,23,9.94,"Mombasa"
"1529",1529,0,"2016-01-31",51,67,34,24,7.17,"Nairobi"
"1530",1530,0,"2016-01-31",57,70,44,20,8.67,"Nairobi"
"1531",1531,0,"2016-01-31",60,74,46,18,11.17,"Nairobi"
"1532",1532,0,"2016-01-31",42,60,24,25,7.74,"Eldoret"
"1533",1533,0,"2016-01-31",54,66,41,27,6.17,"Eldoret"
"1534",1534,0,"2016-01-31",53,66,40,21,8.71,"Malindi"
"1535",1535,0.11,"2016-01-31",55,73,37,26,4.48,"Eldoret"
"1536",1536,0,"2016-01-31",48,62,34,20,5.62,"Nakuru"
"1537",1537,0,"2016-01-31",54,67,42,26,7.3,"Nairobi"
"1538",1538,1.43,"2016-01-31",58,64,51,24,10.94,"Nairobi"
"1539",1539,0.37,"2016-01-31",59,70,47,20,8.27,"Malindi"
"1540",1540,0,"2016-01-31",47,64,28,24,8.07,"Nakuru"
"1541",1541,0.09,"2016-01-31",50,65,34,22,9,"Mombasa"
"1542",1542,0.03,"2016-01-31",52,69,34,22,7.32,"Kisumu"
"1543",1543,0.28,"2016-01-31",56,70,42,19,5.78,"Mombasa"
"1544",1544,0.07,"2016-01-31",58,71,44,19,9.38,"Malindi"
"1545",1545,0,"2016-01-31",53,69,36,25,7.97,"Nairobi"
"1546",1546,0,"2016-01-31",50,66,34,21,8.38,"Eldoret"
"1547",1547,0.54,"2016-01-31",31,40,22,20,3.45,"Nairobi"
"1548",1548,0,"2016-01-31",36,48,24,23,3.51,"Kisumu"
"1549",1549,0.1,"2016-01-31",32,40,24,21,9.14,"Malindi"
"1550",1550,0.01,"2016-01-31",36,49,23,22,4.4,"Nairobi"
"1551",1551,0.03,"2016-01-31",44,55,32,16,7.64,"Mombasa"
"1552",1552,0.01,"2016-01-31",36,50,25,17,6.74,"Malindi"
"1553",1553,0,"2016-01-31",36,48,24,23,3.51,"Eldoret"
"1554",1554,0.01,"2016-01-31",40,52,28,20,7.34,"Nairobi"
"1555",1555,0,"2016-01-31",37,46,27,24,6.81,"Malindi"
"1556",1556,0.79,"2016-01-31",33,37,28,15,2.2,"Nakuru"
"1557",1557,0.1,"2016-01-31",35,41,29,31,2.77,"Eldoret"
"1558",1558,2.19,"2016-01-31",45,52,38,18,5.58,"Eldoret"
"1559",1559,5.88,"2016-01-31",47,51,42,16,5.9,"Malindi"
"1560",1560,1.97,"2016-01-31",47,52,42,17,7.45,"Nairobi"
"1561",1561,0.59,"2016-01-31",35,38,30,15,5.5,"Eldoret"
"1562",1562,0.27,"2016-01-31",36,46,29,26,2.75,"Eldoret"
"1563",1563,0.32,"2016-01-31",36,46,24,23,6.9,"Kisumu"
"1564",1564,0.16,"2016-01-31",37,49,24,21,4.51,"Malindi"
"1565",1565,0.12,"2016-01-31",28,45,10,21,3.18,"Nakuru"
"1566",1566,0.05,"2016-01-31",40,51,28,22,5.81,"Nakuru"
"1567",1567,0.52,"2016-01-31",28,34,20,21,7.67,"Nairobi"
"1568",1568,0.29,"2016-01-31",29,36,22,20,7.68,"Eldoret"
"1569",1569,0.42,"2016-01-31",28,35,20,23,5.55,"Nakuru"
"1570",1570,0.32,"2016-01-31",31,37,25,24,7.64,"Kisumu"
"1571",1571,0.45,"2016-01-31",27,35,19,22,16.98,"Nakuru"
"1572",1572,0.02,"2016-01-31",34,43,24,29,11.32,"Malindi"
"1573",1573,0.06,"2016-01-31",26,37,15,27,1.38,"Malindi"
"1574",1574,0.24,"2016-01-31",22,31,13,24,12.07,"Mombasa"
"1575",1575,0.16,"2016-01-31",33,45,21,23,3.91,"Kisumu"
"1576",1576,3.05,"2016-02-07",51,61,40,23,6.35,"Nairobi"
"1577",1577,2.27,"2016-02-07",48,60,37,23,5.98,"Kisumu"
"1578",1578,1.18,"2016-02-07",53,63,43,18,8.01,"Malindi"
"1579",1579,1.45,"2016-02-07",53,64,42,26,5.88,"Nairobi"
"1580",1580,0.08,"2016-02-07",26,31,20,5,3.97,"Malindi"
"1581",1581,4.68,"2016-02-07",39,43,34,14,9.51,"Eldoret"
"1582",1582,0.03,"2016-02-07",22,27,16,6,15.5,"Kisumu"
"1583",1583,0,"2016-02-07",2,13,-9,25,5.05,"Mombasa"
"1584",1584,0.4,"2016-02-07",34,37,29,16,11.17,"Mombasa"
"1585",1585,1.76,"2016-02-07",37,40,30,8,5.9,"Nairobi"
"1586",1586,0,"2016-02-07",11,15,6,11,16.05,"Eldoret"
"1587",1587,0.05,"2016-02-07",0,9,-9,4,2.61,"Mombasa"
"1588",1588,0,"2016-02-07",-1,8,-12,33,1.15,"Eldoret"
"1589",1589,0,"2016-02-07",60,60,60,13,3.32,"Malindi"
"1590",1590,1.06,"2016-02-07",35,40,29,6,8.34,"Eldoret"
"1591",1591,0,"2016-02-07",35,39,31,10,8.57,"Nairobi"
"1592",1592,0.67,"2016-02-07",36,39,32,8,7.38,"Kisumu"
"1593",1593,0.12,"2016-02-07",28,32,23,3,14.35,"Nakuru"
